compound_ids,canonical_smiles,measured_logS,replicate_n,replicate_std,replicate_range,curation_action,desc_mol_weight,desc_logp,desc_tpsa,desc_hbd,desc_hba,desc_rotatable_bonds,desc_ring_count,desc_aromatic_ring_count,desc_heavy_atom_count,desc_fraction_csp3
Desmedipham,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,1,,0.0,unique_keep,300.314,3.8659000000000017,76.66,2,4,4,2,2,22,0.125
Anthraquinone,O=C1c2ccccc2C(=O)c2ccccc21,-5.19,1,,0.0,unique_keep,208.21599999999998,2.4620000000000006,34.14,0,2,0,3,2,16,0.0
2-Octanol,CCCCCCC(C)O,-2.09,1,,0.0,unique_keep,130.231,2.3376000000000006,20.23,1,1,5,0,0,9,1.0
Oxycarboxin,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,1,,0.0,unique_keep,267.306,1.3016,72.47,1,4,2,2,1,18,0.25
Butylbenzene,CCCCc1ccccc1,-4.06,1,,0.0,unique_keep,134.22199999999998,3.0292000000000012,0.0,0,0,3,1,1,10,0.4
parabanic acid,O=C1NC(=O)C(=O)N1,-0.4,1,,0.0,unique_keep,114.05999999999999,-1.6476000000000002,75.27,2,3,0,1,0,8,0.0
Abate,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,1,,0.0,unique_keep,466.47900000000016,5.630000000000004,55.38000000000001,0,9,10,2,2,27,0.25
Chlorthalidone,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,1,,0.0,unique_keep,338.77200000000005,0.9242000000000001,109.49000000000001,3,4,2,3,2,22,0.07142857142857142
Isobutyl acetate,CC(=O)OCC(C)C,-1.21,1,,0.0,unique_keep,116.16,1.2055,26.3,0,2,2,0,0,8,0.8333333333333334
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,-4.36,1,,0.0,unique_keep,100.20499999999998,2.6885000000000012,0.0,0,0,0,0,0,7,1.0
"2,3,3',4,4'6-PCB",Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,1,,0.0,unique_keep,395.3270000000001,7.9274000000000004,0.0,0,0,1,2,2,19,0.0
Phthalonitrile,N#Cc1ccccc1C#N,-2.38,1,,0.0,unique_keep,128.13399999999996,1.4299600000000001,47.58,0,2,0,1,1,10,0.0
m-Nitrotoluene,Cc1cccc([N+](=O)[O-])c1,-2.44,1,,0.0,unique_keep,137.138,1.90322,43.14,0,2,1,1,1,10,0.14285714285714285
halothane,FC(F)(F)C(Cl)Br,-1.71,1,,0.0,unique_keep,197.381,2.5084999999999997,0.0,0,0,0,0,0,7,1.0
Oxamyl,CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,1,,0.0,unique_keep,219.266,0.10709999999999997,70.99999999999999,1,5,1,0,0,14,0.5714285714285714
Thiometon,CCSCCSP(=S)(OC)OC,-3.091,1,,0.0,unique_keep,246.35899999999998,2.990000000000001,18.46,0,5,7,0,0,12,1.0
2-Methylbutane,CCC(C)C,-3.18,1,,0.0,unique_keep,72.151,2.0524,0.0,0,0,1,0,0,5,1.0
Stirofos,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,1,,0.0,unique_keep,365.96400000000006,5.6015000000000015,44.760000000000005,0,4,5,1,1,19,0.2
